accession,SMILES
BGC0002272,C=CC(C)(C)C12CC3(O)C(=O)Nc4ccccc4C(=O)N3C1N(C(C)=O)c1ccccc12
BGC0000293,C=CC(C)(C)C12CC3C(=O)Nc4ccccc4C(=O)N3C1N(C(C)=O)c1ccccc12
BGC0002226,C=CC(C)(C)C12CC3C(=O)OC(Cc4ccccc4)C(=O)N3C1N(C)c1ccccc12
BGC0002551,C=CC(C)(C)NC(C(=O)N1CCCC1c1nc(-c2nc(C(=O)OCC=C(C)C)c(C)o2)c(C)o1)C(C)C
BGC0000483,C=CC(C)(C)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1c1nc(C(=O)OC)cs1
BGC0000471,C=CC(C)(C)NC(Cc1ccccc1)C(=O)NC(c1nc(C(=O)OC)cs1)C(C)CC
BGC0000478,C=CC(C)(C)OC(C)C1NC(=O)C2CSC(=N2)C(C(C)C)NC(=O)C(C(C)OC(C)(C)C=C)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O
BGC0000477,C=CC(C)(C)OC(C)C1NC(=O)C2CSC(=N2)C(CC(C)C)NC(=O)C(C(C)OC(C)(C)C=C)NC(=O)C2CCCN2C(=O)C(C(C)C)NC1=O
BGC0000482,C=CC(C)(C)OCC1NC(=O)C(C(C)OC(C)(C)C=C)NC(=O)C2CSC(=N2)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C(C)CC)NC1=O
BGC0000811,C=CC(C)(C)c1[nH]c2cccc3c2c1CC1C3C(OC(C)=O)C(C)CN1C
BGC0000442,C=CC(C)(C)c1[nH]c2ccccc2c1C1=C(O)C(=O)C(c2c[nH]c3ccccc23)=C(CC=C(C)C)C1=O
BGC0000391,C=CC(C)(C)c1ccc2c3c(c[nH]c13)CC(CO)NC(=O)C(C(C)CC)N2C
BGC0000333,C=CC(C)(C)n1cc(C(O)C2NC(=O)C(C(C)C=C(C)C)NC(=O)C(CC(C)C)N(C)C(=O)C(C(C)C)NC(=O)C(C(OC)c3ccccc3)NC(=O)C(C)NC(=O)C(CC(C)CO)NC2=O)c2ccccc21
BGC0001763,C=CC(C)(C)n1cc(CC2NC(=O)C(CC=CC)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(Cc3ccc(O)c([N+](=O)[O-])c3)NC(=O)C(CC(C)C)N(C)C2=O)c2ccccc21
BGC0001198,C=CC(C)(CCC1(C)C(C)CCC2(C)C(C)=CCCC21)OC
BGC0000384,C=CC(C)(CCC=C(C)C)c1ccc2c3c(c[nH]c13)CC(CO)NC(=O)C(C(C)C)N2C
BGC0001237,C=CC(C)=CC1(C)SC(=O)C(C)=C1O
BGC0001911,C=CC(C)=CCC1C(=C)C(O)CC2C(C)(C)CCCC12C
BGC0001910,C=CC(C)=CCC1C2(C)CCCC(C)(C)C2CC(O)C1(O)CSCC(NC(C)=O)C(=O)O
BGC0001367,C=CC(C)CC(C)=CC=CC(C)NC(=O)c1ccccc1
BGC0002404,C=CC(O)C#CC#CC(O)C=CCCCCCCC
BGC0000046,C=CC(O)C1OC1C=CC1OC1C(C)O
BGC0000673,C=CC1(C)C=C2CCC3C(C)(C)CCCC3(C)C2CC1
BGC0002181,C=CC1(C)CC(OC(=O)CO)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O
BGC0000286,C=CC1(C)CC=C2C(CCC3C2(C)CCC(O)C3(C)C)C1
BGC0001501,C=CC1(C)CCC2(O)C3=C1C=CC(C)(C)c1[nH]c4cccc(c4c13)C2(C)C
BGC0000671,C=CC1(C)CCC2C(CC3OC(=O)C4(C)C3C2C2COC4(O)C2)C1
BGC0000672,C=CC1=CC(=O)C2C(CCC3C(C)(C)C(=O)C(O)CC23C)C1C
BGC0002239,C=CC1C=C(C)C2C3C(Oc4ccc(cc4)CC4(O)C=C(C(=O)N4)C(=O)C13)C1C(C)CC(C)CC21C
BGC0002505,C=CC1C=CC2C3CC(C)CC(C)C3C3Oc4ccc(cc4)CC4(O)NC(=O)C(=C(O)C1C23)C4O
BGC0000996,C=CC1CC2CC3C4CC=CC(=O)NCCC(O)C5NC(=O)C(=C(O)C=CC4CC(=O)C3C2C1C)C5=O
BGC0000176,C=CC=C(C)CCC1CC=CC=C(C)C(OP(=O)(O)O)CCCC=CC=CC=CCC(C)C(=C)CC(=O)O1
BGC0001780,C=CC=CCNC(=O)c1nc(CC(=O)c2nc(C=Cc3ccc(OC)c(O)c3)oc2C)oc1C
BGC0000886,C=CCC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
BGC0000043,C=CCC(CCC(C)=CC=CCCC=CC1CSC(C2CC2C)=N1)OC
BGC0000353,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC
BGC0000337,C=CCC1OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(C(C)CC)NC(=O)C2CCCN2C1=O
BGC0001161,C=CCCCCCCCCCCCCCCC
BGC0001160,C=CCCCCCCCCCCCCCCCCC
BGC0002536,C=CCNC(CCC(=O)C=[N+]=[N-])C(=O)NC(CCC(=O)C=[N+]=[N-])C(=O)O
BGC0000226,C=Cc1cc(OC)c2c(c1)c(=O)oc1c2cc(OC)c2c(O)ccc(C3OC(C(C)O)C(O)C3O)c21
BGC0000263,C=Cc1cc(OC)c2c(c1)c(=O)oc1c2cc(OC)c2c(O)ccc(C3OC(C)C(OC(C)=O)C(N(C)C)C3O)c21
BGC0000889,C=Cc1ccc(OC(=O)c2ccc(O)c(N)c2)cc1
BGC0001592,C=Cc1ccc(OC(=O)c2ccc([O-])c(N=O)c2)cc1.C=Cc1ccc(OC(=O)c2ccc([O-])c(N=O)c2)cc1.C=Cc1ccc(OC(=O)c2ccc([O-])c(N=O)c2)cc1.[Fe+2].[Na+]
BGC0001250,CC(=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC1=O)CCO
BGC0001249,CC(=CC(=O)N([O-])CCCC1NC(=O)C(CCCN([O-])C(=O)C=C(C)CCOC(=O)C(CCCN([O-])C(=O)C=C(C)CCO)N(C)C)NC1=O)CCO.[Fe+3]
BGC0002191,CC(=CC(=O)O)c1ccc(CO)c(=O)o1
BGC0001115,CC(=CC(=O)OCCCCCCCC(=O)Nc1c2sscc-2[nH]c1=O)C(O)C1OCC(CC=CC(C)C(C)O)C(O)C1O
BGC0000182,CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O
BGC0001560,CC(=CC(C(C)C)N(C)C(=O)C(NC(=O)C(CO)N=C(N)N)C(C)C)C(=O)O
BGC0000083,CC(=CC(C)C(=O)CC(O)CC1CC(=O)NC(=O)C1)C1OC(=O)C=CCCC=CC=CC1C
BGC0000184,CC(=CC(C)CCCCC(=O)O)C1OC2C=CC1OC(=O)C=CC=CC=CC1OC3CC1OC(C=CCC1OC(CC(O)C1C)C(O)C(O)C=CCCC=CC2)C3C
BGC0000103,CC(=CC=CC(C)=CC(O)C(O)CC(C)O)C=C(C)C=CC(=O)OC1CCCC(=O)OC(C(C)CC(C)=CC(C)C(O)CC(C)O)CC=C(C)CC1C
BGC0002644,CC(=CC=CC(C)C(=O)O)C1CNC(C(=O)O)C1CC(=O)O
BGC0002235,CC(=CC=CC=CC(C)(O)C(C)O)c1cc(O)cc(=O)o1
BGC0001520,CC(=CC=CC=CC1C(C)=CC2C(CCC(C)C2OC2OC(C)C(O)C(=O)C2O)C2C(=O)OC(=O)C(C)=C3CC(O)C(C)C3=C12)CC(C)CC(O)C(C)C(=O)O
BGC0002098,CC(=CC=CC=CC=CC=CC(C)C(OC1OC(C(=O)O)C(O)C(O)C1O)C(C)=CC(C)CCCC=CC(C)CC=CCCCN(C)C(=N)N)C(=O)NC1=C(O)CCC1=O
BGC0000986,CC(=CC=CC=CC=CC=CC=CC=CC1N=C(C=Cc2ccc[nH]2)OC1C)C(=O)NC(CC(N)=O)C(=O)O
BGC0002072,CC(=CC=CC=CC=CCCC=CC(C)C(O)C(C)C(O)C=CC=CC=CC=CC=CCC(O)C(C)C(=O)CC(O)CC(O)CC(O)C=CCC(O)CC(O)CC(O)CC(O)C=CCC(O)C=CCC(O)CC(O)CCCN)C(=O)O
BGC0002498,CC(=CC=CC=CCCC=CC(C)C(O)C(C)C(O)C=CC=CC=CC=CC=CC=CCC(O)C(C)C(=O)CC(O)CC(O)C=CCC(O)CC(O)CC(O)C=CCC(O)CC(O)C=CCC(O)CC(O)CCCN=C(N)N)C(=O)O
BGC0002356,CC(=CC=CC=CCCC=CC(C)C(O)C(C)C(O)C=CC=CC=CC=CC=CC=CCC(OS(=O)(=O)O)C(C)C(=O)CC(O)CC(O)C=CCC(O)CC(O)CC(O)C=CCC(O)CC(O)C=CCC(O)CC(O)CCCN)C(=O)O
BGC0001740,CC(=CC=CC=CCc1cnco1)C(O)C(C)(C)C(N)=O
BGC0000023,CC(=CCC(C)C)C(O)C(C)C=CC=CC(O)CC1=C(C)C(=O)C(C)(O)O1
BGC0001477,CC(=CCC(O)CC1CCCN1C(=N)N)C(O)CC=CC(O)C(C)C=CC(O)CC=C(C)C(O)C(C)CCC1C(C)=CC2C(O)C(O)CCC2C1(C)C(O)=C1C(=O)CNC1=O
BGC0001706,CC(=CCCC1(C)C(O)CCC2(C)C1CCC1Cc3c([nH]c4ccccc34)C12C)C(=O)O
BGC0002812,CC(=CCc1c(O)c(Cl)c(C)c(C=O)c1O)CCC(O)C(C)(C)O
BGC0001924,CC(=CCc1c(O)c(Cl)c(C)c(C=O)c1O)CCC=C(C)C1CC(=O)C(C)(C)O1
BGC0001761,CC(=CCc1ccccc1)CCC1(O)CC2CC(CC(C)=CCC=CCC(CC(=O)O)=CC(=O)O2)O1
BGC0000991,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1
BGC0001100,CC(=O)C(=O)NC1C=C(C)C=CC(O)CC=C(C)C=CC(O)CC2OC(=O)C1(C)C(=O)C2C
BGC0002500,CC(=O)C(C)C(O)C(C)c1ccc(C)cc1C=CCO
BGC0001073,CC(=O)C1(O)C(O)CC(OC2c3cc4c(c(O)c3C3CC2(C)OC32C=C3CCN=C3N2)C(=O)c2cccc(O)c2C4=O)OC1C
BGC0002287,CC(=O)C1=C(O)C(CC(C)C)NC1=O
BGC0000208,CC(=O)C1=C(O)C(N)C2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)C2(O)C1=O
BGC0000977,CC(=O)C1=C(O)C2C3c4c[nH]c5cccc(c45)CC3C(C)(C)N2C1=O
BGC0002483,CC(=O)C1=C(O)C=C2Oc3c(C)c(O)c(C(C)=O)c(O)c3C2(C)C1=O
BGC0000221,CC(=O)C1=C2C(=C3C1=C(O)C(=O)c1c(O)cccc13)C(C(C)=O)C(O)(C(=O)O)c1c(O)cccc12
BGC0000017,CC(=O)C1=CCCC2CCC1N2
BGC0002000,CC(=O)C1C(C)=CC(=O)c2c1c(-c1c3c(c(O)c4c(O)cccc14)C(=O)CC(C)(O)C3C(C)=O)c1cccc(O)c1c2O
BGC0002434,CC(=O)C1C(C)CC2C1C=CC1C(CC=CC(N)=O)C(C=CC(O)=C3C(=O)NC(CCC(=O)O)C3=O)CC12
BGC0001553,CC(=O)C1C(C)CC2C1C=CC1C3CC=CC(=O)NCCCC4NC(=O)C(=C(O)C=CC3CC12)C4=O
BGC0000699,CC(=O)C1OC(Oc2ccc(C=C(C)C(=O)NC3C(O)C(O)C4OCOC4C3O)cc2O)C(O)C1O
BGC0001446,CC(=O)CC(O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O
BGC0001414,CC(=O)N(C)C(C(=O)N1CC(C)CC1C(=O)N(C)C1C(=O)NC(CC(C)C)C(=O)N2CC(C)CC2C(=O)NC(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N2CCCC2C(=O)N(C)C(CC(C)C)C(=O)NCC(=O)OC1C)C(C)C
BGC0002340,CC(=O)N(C)C1C(=O)NC2=CSSC21
BGC0002300,CC(=O)N(O)CCCC(N)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CO)C(=O)NC(C(=O)O)C(O)C1SC(n2ccc(=NC(N)=O)n(C)c2=O)C(O)C1O.[Fe]
BGC0001527,CC(=O)N(O)CCCC(N)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CCCN(O)C(C)=O)C(=O)O
BGC0002433,CC(=O)N(O)CCCC(NC(=O)C(CCO)NC(=O)C(CCCNC(N)=O)NC(=O)C(CO)NC(=O)C(NC(=O)CNC(=O)C(CCO)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C1CCn2c(=O)[nH]c3cc4cc(O)c(=O)cc-4n1c32)C(O)C(=O)O)C(=O)NC1CCOC1=O
BGC0002017,CC(=O)N(O)CCCC(NC(=O)C(CO)NC(=O)C(CO)NC(=O)CNC(=O)CNC(=O)c1cccc(O)c1O)C(=O)NC1CCCN(O)C1=O
BGC0002418,CC(=O)N(O)CCCC(NC(=O)C(CO)NC(=O)C(NC(=O)C(CCCCN=C(N)N)NC(=O)C(NC(=O)CC(O)C(C)N)C(O)C(=O)O)C(O)C(=O)O)C(=O)NC1CCCN(O)C1=O
BGC0002693,CC(=O)N(O)CCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CO)C(=O)NC1CCCN(O)C1=O)C(C)O)C(C)O
BGC0000900,CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(C)=O)NC(=O)C(CCCN(O)C=O)NC(=O)CNC(=O)CNC(=O)CNC1=O
BGC0001499,CC(=O)N(O)CCCCC(NC(=O)CC(O)(CC(=O)NC(CCCCN(O)C(C)=O)C(=O)O)C(=O)O)C(=O)O
BGC0001453,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
BGC0000352,CC(=O)N(O)CCCCNC(=O)C(COC(=O)c1cccc(O)c1O)NC(=O)C1COC(c2cccc(O)c2O)=N1
BGC0002633,CC(=O)N(O)CCCNC(=O)CC(O)(CC(=O)NCCCN(O)C(C)=O)C(=O)O
BGC0000904,CC(=O)N(O)CCCP(=O)(O)O
BGC0000901,CC(=O)N([O-])CCCC1NC(=O)CNC(=O)CNC(=O)CNC(=O)C(CCCN([O-])C(C)=O)NC(=O)C(CCCN([O-])C(C)=O)NC1=O.[Fe+3]
BGC0001205,CC(=O)N1CCC23c4ccccc4NC4N(C)c5cccc6c5C42CCN(C6C2OC2(C)C)C13
BGC0000934,CC(=O)N1c2ccccc2Nc2c(C(=O)O)cccc21
BGC0002314,CC(=O)NC(C(=O)NC1C(=O)NC2Cc3c[nH]c4cc(ccc34)-c3cc4cc(c3O)Oc3ccc(cc3)CC3NC(=O)C(Cc5ccc(O)c(c5)-c5c(O)cc(O)cc5C(C(=O)NC(C(=O)O)c5cc(O)cc(O)c5)NC3=O)NC(=O)C4NC(=O)C(NC2=O)c2ccc(O)c(c2)Oc2cc(O)cc1c2)c1ccc(O)cc1
BGC0001262,CC(=O)NC(C(=O)OC(C=CC=CC=CC(=O)O)C1(C)CO1)C(C)c1ccccc1
BGC0001747,CC(=O)NC(C(C)O)C1OC(O)(C(=O)[O-])CC(O)C1NC(C)=O
BGC0002134,CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCN=C(N)N
BGC0000349,CC(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CO)C(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(C)=O)NC1=O
BGC0002466,CC(=O)NC(CCCN(O)C=O)C(=O)NC(CCCN=C(N)N)C(=O)N(O)CCCC1NC(=O)C(CCCN(O)C=O)NC1=O
BGC0002626,CC(=O)NC(CCCNC(=N)N)C(=O)NC(CC(N)=O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC2CCCCNC(=O)CCC(C(=O)NC(Cc3ccc(O)cc3)C(=O)O)NC(=O)C3CCC(=O)OCC(NC(=O)C4CCCN4C(=O)C(Cc4ccc(O)cc4)NC2=O)C(=O)NC(CC(=O)OC1C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N3
BGC0001433,CC(=O)NC(CSC(C)=CC=C1C=Cc2ncccc21)C(=O)O
BGC0001853,CC(=O)NC(CSCC(O)C1=NOC(=O)CC2(C3(C(=O)O)CO3)CCC(C)(SCC(NC(C)=O)C(=O)O)C(CC(=O)C=CC=Cc3coc1n3)S2)C(=O)O
BGC0002031,CC(=O)NC(CSCCc1nc(C(=O)O)cc2c1[nH]c1ccccc12)C(=O)O
BGC0000662,CC(=O)NC(CSc1c2nc3cc(C=O)ccc3oc-2cc(=O)c1N)C(=O)O
BGC0001679,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O
BGC0001168,CC(=O)NC(Cc1ccccc1)C(=O)NC(C=O)CCCNC(=N)N
BGC0000592,CC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC2CCCCNC(=O)CCC(C(=O)NC(Cc3ccc(O)cc3)C(=O)O)NC(=O)C3CCC(=O)OCC(NC(=O)C4CCCN4C(=O)C(Cc4ccc(O)cc4)NC2=O)C(=O)NC(CC(=O)OC1C)C(=O)NC(Cc1cc2ccccc2[nH]1)C(=O)N3)C(C)O
BGC0000283,CC(=O)NC1=CC(=O)C2(CO)OC2C1O
BGC0000116,CC(=O)NC1C(OC2C(C)OC(OC3C=CC=CC=CC=CCCC=CC=CC(C)C(O)C(C)C(C)OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)CC4(O)CC(O)C(C(=O)O)C(C3)O4)C(O)C2N)OC(CO)C(O)C1O
BGC0002020,CC(=O)NC1C(OC2C3COC(O3)C(NC(C)=O)C2OC(=O)CN)OC(CO)C(O)C1O
BGC0002553,CC(=O)NC1C(OC2OC(CC(O)C3OC(n4ccc(=O)[nH]c4=O)C(O)C3O)C(O)C(O)C2NC(=O)C=CCCCCCCCCCC(C)C)OC(CO)C(O)C1O
BGC0000742,CC(=O)NC1C(OCC2OC(OC3C(CO)OC(OC4C(CO)OC(O)C(O)C4O)C(O)C3OC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)OC(CO)C(OC2OC(CO)C(O)C(OC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O3)C2O)C1O
BGC0001543,CC(=O)NC1C=C(C)C=CC(O)CC=C(C)C=CC(O)CC=C(C)C(=O)C1C
BGC0000457,CC(=O)NC1CCCN(O)C(=O)CC(C)OC(=O)C(NC(C)=O)CCCN(O)C(=O)CC(C)OC(=O)C(NC(C)=O)CCCN(O)C(=O)CC(C)OC1=O
BGC0002084,CC(=O)NC1Cc2ccc(O)c(c2)-c2ncc([nH]2)CC(C(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC1=O
BGC0002099,CC(=O)NC1Cc2ccc(O)c(c2)-c2ncc([nH]2)CC(C(=O)O)NC(=O)C(Cc2ccccc2)NC1=O
BGC0000842,CC(=O)NC=CS(=O)C1CC2C(C(C)OS(=O)(=O)O)C(=O)N2C1C(=O)O
BGC0000373,CC(=O)Nc1c2sscc-2[nH]c1=O
BGC0001193,CC(=O)Nc1c2sscc-2n(C)c1=O
BGC0001315,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(CO)C(=O)CC12C
BGC0002514,CC(=O)OC(C)C1c2cc3ccc(-c4ccc5cc6c(c(O)c5c4O)C(=O)CC(C)(O)C6C(C)OC(C)=O)c(O)c3c(O)c2C(=O)CC1(C)O
BGC0000995,CC(=O)OC(C)C=CC(=O)NC1CC(C)C(CC=C(C)C=CC2OC(C)(O)CC3(CO3)C2O)OC1C
BGC0001113,CC(=O)OC(C)C=CC(=O)NC1CC(C)C(CC=C(C)C=CC2OC(C)(OCCNC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCCC3SCC4NC(=O)NC43)CC3(CO3)C2O)OC1C
BGC0001114,CC(=O)OC(C)C=CC(=O)NC1CC(C)C(CC=C(C)C=CC2OC(CC(=O)O)CC3(CO3)C2O)OC1C
BGC0001142,CC(=O)OC(C)c1nc2ccccc2c(=O)n1C1CC2(OC1=O)c1ccccc1N1C(=O)C(C)(C)N(O)C12
BGC0000248,CC(=O)OC12CC(C(=O)c3c1cc1c(c3O)C(C)OC(CC(=O)O)C1)c1c(O)c3c(c(O)c12)C(=O)C(CC(O)CC(=O)O)=C(O)C3=O
BGC0000270,CC(=O)OC1C(C)OC(c2ccc3c(c2O)C(O)C24OC2(C3=O)C2(O)C(=O)C=C(C)CC2(O)CC4O)CC1OC(=O)C=CC=CC=CC=CC(=O)Nc1c(O)c2ccc(O)c(Cl)c2oc1=O
BGC0000725,CC(=O)OC1C(O)OC(C(=O)O)C(O)C1OC(C)=O.O=C(O)C1OC(O)C(O)C(O)C1O.O=CC(O)C(O)C(O)C(O)C(=O)[O-]
BGC0001044,CC(=O)OC1C2(CC3N4C(=O)C5(CO)SSC4(CC31O)C(=O)N5C)OC(C)C(C)(C)C2=O
BGC0000236,CC(=O)OC1C2=C(c3c([O-])c4c(c(O)c3=C2[N+]#N)C(=O)C=CC=4)C(O)C(OC(C)=O)C1(C)OC(C)=O
BGC0000667,CC(=O)OC1C2OC2C2=CC(=O)C3(CC2(C)C1C)OC3(C)C=O
BGC0002180,CC(=O)OC1C=CC(=O)OC1C1OC1C
BGC0000292,CC(=O)OC1C=COC=C2CC34SSC5(CC6=COC=CC(OC(C)=O)C6N5C3=O)C(=O)N4C21
BGC0001031,CC(=O)OC1CC(=O)OC2CC(CCC(Cl)=CCC=C1C)OC2C(O)C=C(C)CC(=O)O
BGC0000631,CC(=O)OC1CC(C)C(C=O)C2(O)C1C(C)(C)CC2(C)C=O
BGC0002192,CC(=O)OC1CC(C)Cc2ccc(C)c(C=CC(O)CC(O)CC(=O)O)c21
BGC0000231,CC(=O)OC1CC(C)OC2(OC3CC(=O)OC3C3=C2C(=O)c2c(O)cccc2C3=O)C1O
BGC0000686,CC(=O)OC1CC2(C)C(C)(CCC3C4(C)C=CC(=O)C(C)C4C(=O)C(OC(C)=O)C32C)C1=C(CC=C(C)C)C(=O)O
BGC0002759,CC(=O)OC1OC2CC(=C(C)C(C)=O)OC23C(C)=CC2OC4CC(=O)C=C(C)C5CCC13C2C45C
BGC0001000,CC(=O)OC1c2nc(cs2)C(=O)OC(CCCC(C)(Cl)Cl)C(C)C(=O)OC(C(C)(C)O)c2nc(cs2)C(=O)OC1(C)C
BGC0000129,CC(=O)OCC1(C)C(OC(C)=O)CCC2(C)C1CC(OC(C)=O)C1(C)Oc3cc(-c4cccnc4)oc(=O)c3C(O)C21
BGC0001518,CC(=O)OCC1(C)CCCC2(COC(C)=O)C3=C(CC(OC(=O)c4ccccc4)C12)C(=O)OC3
BGC0001277,CC(=O)OCC12C(C=C(C)C(=O)C1O)OC1C(O)CC2(C)C12CO2
BGC0001278,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2
BGC0001849,CC(=O)[NH2+]C(C)C(=O)N1CCCC1C(=S)NC(C=CCNC(=N)N)C(=O)O
BGC0000281,CC(=O)c1c(O)cc(O)c(C(C)=O)c1O
BGC0001906,CC(=O)c1c(O)cc2cc(O)cc(O)c2c1O
BGC0000118,CC(=O)c1cccc(NC2C(N)C(NC(=O)N(C)C)(C(C)O)C(C)(O)C2(O)COC(=O)c2c(C)cccc2O)c1
BGC0002355,CC(C(=O)CC(O)CC(O)CC(O)C=CCC(O)CC(O)CC(O)CC(O)C=CCC(O)C=CCC(O)CCCN)C(O)CC=CC=CC=CC=CC(=O)O
BGC0000947,CC(C(=O)NCCC(C(=O)O)C(O)(CC(=O)O)C(=O)O)N1C(=O)CCC1(O)C(=O)O
BGC0000946,CC(C(=O)NCCOC(=O)CC(O)(CC(=O)O)C(=O)O)N1C(=O)CCC1(O)C(=O)O
BGC0000876,CC(C(N)C(=O)NC(C(=O)O)C1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)C(O)c1ccc(O)cn1
BGC0001316,CC(C)(C#N)OC1OC(CO)C(O)C(O)C1O
BGC0001148,CC(C)(C)C(NC(=O)C(CC(N)=O)NC(=O)C(N=C(N)N)c1cc(O)c(CO)c(O)c1)C(=O)NC(CCCCN)C(=O)O
BGC0001260,CC(C)(O)C1CC(O)C2(C)C(CCC3(C)C2CCC2Cc4c([nH]c5ccccc45)C23C)O1
BGC0001082,CC(C)(O)C1OC2CCC3(C)C(O)(CCC4Cc5c([nH]c6ccccc56)C43C)C2=CC1=O
BGC0002362,CC(C)(O)CCCCCCCCCCCCc1cc(O)cc(O)c1
BGC0001475,CC(C)=C1CCC23COC(C2)C(O)(C(=O)O)CCC13
BGC0002114,CC(C)=CC(=O)C1OC1C=CCC(=O)NC(CN(C)C)C(=O)NC(C(=O)N1C(=O)C(C)=C(O)C1CC(C)C)C(C)C
BGC0002118,CC(C)=CC(=O)NC=CC(C)=CC(C)C1CC(C)=CC=CCCC(OC(N)=O)C(O)C=CC(O)CCCC=CC(=O)O1
BGC0000093,CC(C)=CC(=O)OCC1=CC2C(=O)OC3CC(CC=C(C)CC(C)C=CCC4COC(C1O)C42)OC1(CCC(C)C(C)O1)C3
BGC0001075,CC(C)=CC(O)CC(C)=CCCC(C)=CCc1c(C)n(O)c2ccccc2c1=O
BGC0002372,CC(C)=CC1CC(=CCCC(C)=CC2CC(=CCCC(C)=CCc3cc4ccccc4[n+]([O-])c3C)CO2)CO1
BGC0001632,CC(C)=CCC12CC3C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N4CCCC4C(=O)N4C(CC5(CC=C(C)C)c6ccccc6NC45)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)N3C1Nc1ccccc12
BGC0001322,CC(C)=CCCC(C)(O)C(=O)CCC1(C)C2CC3C(C2)C31C
BGC0000652,CC(C)=CCCC(C)=CCC12OC(C)(C)C(Cl)CC1(Cl)C(=O)c1c(O)cc(O)cc1C2=O
BGC0001343,CC(C)=CCCC(C)=CCCC(C)(O)C1Cc2c(c(C)[n+]([O-])c3ccccc23)O1
BGC0000170,CC(C)=CCCC(C)=CCCC(C)=CCC12OC1C(=O)C(COC(=O)CC(C)(O)CC(=O)O)=CC2=O
BGC0000913,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)c2ccccc2C1=O
BGC0000669,CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)C(C)CCC(=C(C)C)C1CCC=O
