Cluster,True SMILES
platinum_nanchangmycin.fasta,COC1CCC(OC2CC(C3(C)CCC4(CC(O)C(C)C(C(C)C=C(C)C(=O)C(C)CC(C)C(=O)O)O4)O3)OC3(OC(C4OC(O)(CO)C(C)CC4C)CC3C)C2C)OC1C
platinum_naphthocyclinone.fasta,COC(=O)CC1Cc2cc3c(c(O)c2C(C)O1)C(=O)C1CC3(OC(C)=O)c2c(O)c3c(c(O)c21)C(=O)C(O)=C(CC(O)CC(=O)O)C3=O
platinum_naphthomycin.fasta,CC1=CCC(O)C=CC(C)C(O)C(C)C=C(C)C(=O)c2c(O)c(C)cc3c2C(=O)C(Cl)=C(NC(=O)C(C)=CC=CC=CC(C)C(O)CC1=O)C3=O
platinum_naphthyridinomycin.fasta,COC1=C(C)C(=O)C2=C(C1=O)C(CO)N1C(O)C3CC4C(C1C2N1CCOC41)N3C
platinum_napsamycin.fasta,CSCCC(NC(=O)NC(Cc1cccc(O)c1)C(=O)O)C(=O)NC(C(=O)NC=C1CC(O)C(N2CCC(=O)NC2=O)O1)C(C)N(C)C(=O)C1Cc2cc(O)ccc2CN1
platinum_natamycin.fasta,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC2OC2CCC(=O)O1
platinum_nataxazole.fasta,COC(=O)c1cccc2oc(-c3cccc4oc(-c5c(C)cccc5O)nc34)nc12
platinum_nemadectin.fasta,CC1=CCC2CC(CC3(CC(O)C(C)C(C(C)=CC(C)C)O3)O2)OC(=O)C2C=C(C)C(O)C3OCC(=CC=CC(C)C1)C23O
platinum_neoantimycin.fasta,CCC(C)C1OC(=O)C(C)(C)C(O)C(Cc2ccccc2)OC(=O)C(C(C)C)OC(=O)C(NC(=O)c2cccc(NC=O)c2O)C(C)OC1=O
platinum_neoaureothin.fasta,COc1oc(C2CC(=CC(C)=CC(C)=CC(C)=Cc3ccc([N+](=O)[O-])cc3)CO2)c(C)c(=O)c1C
platinum_neocarzilin.fasta,CC(C)C=CC=CC=CC(O)=CC(=O)C(Cl)(Cl)Cl
platinum_neocarzinostatin.fasta,CNC1C(OC2C3=CC#CC4OC4(C4COC(=O)O4)C#CC3=CC2OC(=O)c2c(O)ccc3c(C)cc(OC)cc23)OC(C)C(O)C1O
platinum_neomycin.fasta,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O
platinum_niddamycin.fasta,COC1C(O)CC(=O)OC(C)CC=CC=CC(=O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O
platinum_nigericin.fasta,COC1CC(CC2CCC(C)C(C(C)C(=O)O)O2)OC2(OC(C)(C3CCC(C)(C4OC(C5OC(O)(CO)C(C)CC5C)CC4C)O3)CC2C)C1C
platinum_Nikkomycin.fasta,CC(C(N)C(=O)NC(C(=O)O)C1OC(n2cc(C=O)nc2O)C(O)C1O)C(O)c1ccccn1
platinum_nisin_q.fasta,C=C(NC(=O)C(NC(=O)C(Cc1c[nH]cn1)NC(=O)C(NC(=O)C(CO)NC(=O)C1CSC(C)C2NC(=O)C(C)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C3CSC(C)C(NC(=O)C(CCCCN)NC(=O)C4CSC(C)C(NC(=O)C5CSCC(NC(=O)C(=CC)NC(=O)C(N)C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(=C)C(=O)NC(CC(C)C)C(=O)N5)C(=O)N5CCCC5C(=O)NCC(=O)N4)C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NCC(=O)N3)C(C)SCC(NC2=O)C(=O)NC(CC(N)=O)C(=O)N1)C(C)C)C(C)C)C(=O)NC(CCCCN)C(=O)O
platinum_nisin_U.fasta,C=C1NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(=CC)NC(=O)C(N)C(C)CC)CSCC(C(=O)NC2C(=O)N3CCCC3C(=O)NCC(=O)NC(C(=O)NC(CCCCN)C(=O)NC3C(=O)NCC(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(=CC)C(=O)NC(C(=O)N4CCCC4C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC4C(=O)NC(C)C(=O)NC5C(=O)NC(CSC4C)C(=O)NCC(=O)NC(C(=O)NC(Cc4cnc[nH]4)C(=O)NC(Cc4ccccc4)C(=O)NCC(=O)O)CSC5C)CSC3C)CSC2C)NC(=O)C(CC(C)C)NC1=O
platinum_nisin_Z.fasta,C=C(NC(=O)C(NC(=O)C(Cc1c[nH]cn1)NC(=O)C(NC(=O)C(CO)NC(=O)C1CSC(C)C2NC(=O)C(C)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(CC(N)=O)NC(=O)C3CSC(C)C(NC(=O)C(CCCCN)NC(=O)C4CSC(C)C(NC(=O)C5CSCC(NC(=O)C(=CC)NC(=O)C(N)C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(=C)C(=O)NC(CC(C)C)C(=O)N5)C(=O)N5CCCC5C(=O)NCC(=O)N4)C(=O)NCC(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NCC(=O)N3)C(C)SCC(NC2=O)C(=O)NC(CC(N)=O)C(=O)N1)C(C)CC)C(C)C)C(=O)NC(CCCCN)C(=O)O
platinum_nisin.fasta,C=C(NC(=O)C(NC(=O)C(Cc1c[nH]cn1)NC(=O)C(NC(=O)C(CO)NC(=O)C1CSC(C)C2NC(=O)C(C)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(CC(N)=O)NC(=O)C3CSC(C)C(NC(=O)C(CCCCN)NC(=O)C4CSC(C)C(NC(=O)C5CSCC(NC(=O)C(=CC)NC(=O)C(N)C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(=C)C(=O)NC(CC(C)C)C(=O)N5)C(=O)N5CCCC5C(=O)NCC(=O)N4)C(=O)NCC(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NCC(=O)N3)C(C)SCC(NC2=O)C(=O)NC(Cc2c[nH]cn2)C(=O)N1)C(C)CC)C(C)C)C(=O)NC(CCCCN)C(=O)O
platinum_nocardicin_A.fasta,NC(CCOc1ccc(C(=NO)C(=O)NC2CN(C(C(=O)O)c3ccc(O)cc3)C2=O)cc1)C(=O)O
platinum_nocardiopsin.fasta,CCC(=O)CC(O)C1(C)CC(C)C2CCC(CCC=C(C)C(=O)C(C)CCC=CC(=O)N3CCCCC3C(=O)O1)O2
platinum_nocathiacin.fasta,C=C(NC(=O)c1csc(-c2nc3c(cc2O)-c2nc(cs2)C(=O)NC(C(C)O)C(=O)NC(=C(C)OC)c2nc(cs2)C(=O)NC2c4nc(cs4)C(=O)NC(COC(=O)c4c5c6c(cccc6n4O)COC(=O)C(OC4CC(C)(O)C(N(C)C)C(C)O4)C2OC5)c2nc-3cs2)n1)C(N)=O
platinum_Nocazine.fasta,COc1ccc(C=c2nc(OC)c(=Cc3ccc(OC)cc3)n(C)c2=O)cc1
platinum_nodularin.fasta,CC=C1C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C
platinum_nogalamycin.fasta,COC(=O)C1c2cc3c(c(O)c2C(OC2OC(C)C(OC)C(C)(OC)C2OC)CC1(C)O)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C(N(C)C)C1O
platinum_nosiheptide.fasta,C=C(NC(=O)c1csc(-c2nc3c(cc2O)-c2nc(cs2)C(=O)NC(C(C)O)C(=O)NC(=CC)c2nc(cs2)C(=O)NC2CC(O)C(=O)OCc4cccc5[nH]c(c(C)c45)C(=O)SCC(NC(=O)c4csc2n4)c2nc-3cs2)n1)C(N)=O
platinum_nosperin.fasta,C=C1CC(OC)(C(O)C(=O)NC=CC(CO)C(O)C(C)C(=O)N2CCCC2C(O)CC(N)=O)OC(C)C1C
platinum_nostocyclopeptide.fasta,CCC(C)C1NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(Cc2ccc(O)cc2)N=CC(CC(C)C)NC(=O)C2CC(C)CN2C(=O)C(CO)NC1=O
platinum_nostopeptolide.fasta,CCCC(=O)NC(C(=O)NC1COC(=O)C2CCCN2C(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CC(=O)C(CC(C)C)NC(=O)C2CC(C)CN2C1=O)C(C)CC
platinum_nostophycin.fasta,CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(O)C(CC(O)CCCc2ccccc2)NC(=O)C2CCCN2C1=O
platinum_novobiocin.fasta,COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C
platinum_nukacin_ISK-1.fasta,CC=C1NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2ccccc2)NC(=O)C2CSCC(C(=O)NC(CO)C(=O)O)NC(=O)C(CSCC3NC(=O)C(C(C)C)NC(=O)C(NC(=O)C4CCCN4C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(N)CCCCN)C(C)C)C(C)CC)C(C)SCC(NC(=O)C(CC(=O)O)NC(=O)C(Cc4cnc[nH]4)NC3=O)C(=O)NC(Cc3cnc[nH]3)C(=O)NC(CCSC)C(=O)NC(CC(N)=O)C(=O)N2)NC1=O
platinum_nystatin.fasta,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O
platinum_octacosamicin.fasta,N=C(N)N(O)CCCCCC=CC=CC(=O)CCCC=CC=CCCCCC(O)CC(O)CC(O)C(O)C(=O)NCC(=O)O
platinum_oligomycin.fasta,CCC1C=CC=CCC(C)C(O)C(C)(O)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2CC3(CCC(C)C(CC(C)O)O3)OC(CC1)C2C
platinum_onnamide.fasta,C=C1CC(OC)(C(O)C(=O)NC2OCOC3C2OC(CC(O)CCCC=CC=CC=CC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)(C)C3OC)OC(C)C1C
platinum_oocydin.fasta,CC(=O)OC1CC(=O)OC2CC(CCC(Cl)C=CCC=C1C)OC2C(O)C=C(C)CC(=O)O
platinum_orfamide.fasta,CCCCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)OC1C
platinum_oviedomycin.fasta,Cc1c(O)c(=O)c2c(cc(O)c3c(=O)c4c(O)cccc4c(=O)c32)c1=O
platinum_oxazolomycin.fasta,COC(CC(C)C(O)C=CC=CCNC(=O)C(C)(C)C(O)C(C)=CC=CC=CCc1cnco1)C1(O)C(C)C(=O)N(C)C12COC2=O
platinum_oxytetracycline.fasta,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3CC21
platinum_pacidamycin.fasta,CC(N)C(=O)CC(C(N)C(=O)N(C=C1CC(O)C(n2ccc(=O)[nH]c2=O)O1)C(=O)NC(Cc1ccccc1)C(=O)O)N(C)C(=O)C(Cc1cccc(O)c1)NC(=O)C(C)N
platinum_paenibacillin.fasta,C=C1NC(=O)C2CSC(C)C(NC(=O)C3CSC(C)C4NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C5CSCC(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(NC(=O)C(=C)NC(=O)C(C)NC(C)=O)C(C)CC)C(C)CC)C(C)CC)C(C)C)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)N5)C(C)SCC(NC4=O)C(=O)NC(C(C)CC)C(=O)N3)C(=O)NCC(=O)NC(CSCC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC(N)=O)NC1=O)C(=O)N2
platinum_paenibacterin.fasta,CCCCCCCCCCCCCCC(=O)NC(CCCN)C(=O)NC(C(=O)NC1C(=O)NC(CCCN)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)CC)C(=O)OC1C)C(C)C
platinum_paenibactin.fasta,CC(NC(=O)c1cccc(O)c1O)C(=O)NC1C(=O)OC(C)C(NC(=O)C(C)NC(=O)c2cccc(O)c2O)C(=O)OC(C)C(NC(=O)C(C)NC(=O)c2cccc(O)c2O)C(=O)OC1C
platinum_paenicidin_A.fasta,CCC(C)C1NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(N)C(C)C)CSCC(C(=O)NC2CSCC(C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(CCCCN)C(=O)NC3C(=O)NC(C)C(=O)NC(C)C(=O)NC4CSCC5NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CSC3C)NC4=O)C(C)SCC(C(=O)NC(Cc3ccccc3)C(=O)NC3C(=O)NC(CC(N)=O)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)CSC3C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(N)=O)NC(=O)CNC5=O)NC(=O)CNC(=O)C(CO)NC2=O)NC(=O)C(C)NC(=O)C(C(C)C)NC1=O
platinum_paenicidin_B.fasta,CCC(C)C1NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(N)C(C)C)CSCC(C(=O)NC2CSCC(C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(CCCCN)C(=O)NC3C(=O)NC(C)C(=O)NC(C)C(=O)NC4CSCC5NC(=O)C(NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(CSC3C)NC4=O)C(C)SCC(C(=O)NC(Cc3ccccc3)C(=O)NC3C(=O)NC(CC(N)=O)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)CSC3C)NC(=O)C(CCCN)NC(=O)C(CC(N)=O)NC(=O)CNC5=O)NC(=O)CNC(=O)C(CO)NC2=O)NC(=O)C(C)NC(=O)C(C(C)C)NC1=O
platinum_paenilamicin.fasta,CNCC(NC(=O)CC(O)CC(O)C(CO)NC(=O)C(CCCCN)NC(=O)C(CNC)NC(=O)C(C)NC(=O)C(O)C(O)CC(O)C(N)CCCNC(=N)N)C(=O)NCC(=O)NCCCCNCCCN
platinum_paenilarvin.fasta,CCC(C)CCCCCCCCCCC1CC(=O)NC(CC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(N)=O)C(=O)NC(CCC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1
platinum_Paerucumarin.fasta,[C-]#[N+]c1cc2cc(O)c(O)cc2oc1=O
platinum_Pantocin_A.fasta,NC(=O)CC(NC(=O)C1C=CC2=CCC(N)C(=O)N21)C(=O)O
platinum_paromomycin.fasta,CNC1CC(N)C(O)C(OC2OC(CO)C(OC3OC(CN)C(O)C(O)C3N)C2O)C1OC1OC(CO)C(O)C(O)C1N
platinum_patellamide.fasta,CCC(C)C1NC(=O)c2csc(n2)C(C)NC(=O)C2N=C(OC2C)C(C(C)C)NC(=O)c2csc(n2)C(Cc2ccccc2)NC(=O)C2N=C1OC2C
platinum_patellin.fasta,C=CC(C)(C)OC(C)C1NC(=O)C2CSC(=N2)C(CC(C)C)NC(=O)C(C(C)OC(C)(C)C=C)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC1=O
platinum_pederin.fasta,C=C1CC(OC)(C(O)C(=O)NC(OC)C2CC(O)C(C)(C)C(CC(COC)OC)O2)OC(C)C1C
platinum_pelgipeptin.fasta,CCC(C)C1CC(=O)NC(CCN)C(=O)NC(C(C)CC)C(=O)NC(CCN)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(CCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)O1
platinum_pellasoren.fasta,CCC=C(OC)C(=O)NC(C)C=C(C)C=C(C)C=CCC(C)C1OC(=O)C(C)CC1C
platinum_pendolmycin.fasta,C=CC(C)(C)c1ccc2c3c(c[nH]c13)CC(CO)NC(=O)C(C(C)C)N2C
platinum_pep5.fasta,CC=C(NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(=O)C(=CC)NC(=O)C(CCCCN)NC(=O)C(CCC(N)=O)NC(=O)C1CSCC(NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(NC(=O)C(C)NC(=O)C2CCCN2C(=O)CNC(=O)C(C)NC(=O)C(=O)CC)C(C)CC)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CCC(N)=O)C(=O)N1)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC2CSCC(C(=O)NC(CCCCN)C(=O)O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CSC1C)NC2=O
platinum_phenylnannolone.fasta,CCC(C=Cc1cccc(=O)o1)=CC=Cc1ccc(O)cc1
platinum_Phosacetamycin.fasta,CC(=O)NC(C=CCP(=O)([O-])[O-])C(=O)[O-]
platinum_Phosalacine.fasta,CC(C)CC(NC(=O)C(C)NC(=O)C(N)CCP(C)(=O)O)C(=O)O
platinum_phoslactomycin.fasta,CCC1C=CC(=O)OC1C=CC(O)(CCN)C(CC(O)C=CC=CC1CCCCC1)OP(=O)(O)O
platinum_Phosphothricin.fasta,CP(=O)(O)CCC(N)C(=O)O
platinum_piericidin_A1.fasta,CC=C(C)C(O)C(C)C=C(C)C=CCC(C)=CCc1nc(OC)c(OC)c(O)c1C
platinum_pikromycin.fasta,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC1(C)O
platinum_pimaricin.fasta,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC2OC2CCC(=O)O1
platinum_pinensin.fasta,CC=C1NC(=O)C(C(C)O)NC(=O)C2CSC(C)C(NC(=O)C(Cc3cnc[nH]3)NC(=O)C(=CC)NC(=O)C3CCCN3C(=O)C(Cc3cnc[nH]3)NC(=O)C(C)=O)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(Cc3cnc[nH]3)C(=O)NC(CC(C)C)C(=O)N2)C(C)SCC(C(=O)O)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC1=O
platinum_piricyclamide.fasta,CSCCC1NC(=O)C(Cc2ccccc2)NC(=O)C(CCC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C2CCCN2C(=O)CNC(=O)C(CO)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CO)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(CCC(N)=O)NC1=O
platinum_pladienolide.fasta,CCC(O)C(C)C1OC1CC(C)C=CC=C(C)C1OC(=O)CC(O)CCC(C)(O)C(OC(C)=O)C=CC1C
platinum_planosporicin.fasta,C=C1NC(=O)C(C(C)C)NC(=O)C(NC(=O)C(=CC)NC(=O)C(N)C(C)CC)CSCC(C(=O)NC2C(=O)N3CCCC3C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC3CSCC4NC(=O)CNC(=O)C(CSCC5NC(=O)C(Cc6cnc[nH]6)NC(=O)C(CSC=CNC5=O)NC4=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)C(CCC(=O)O)NC3=O)C(C)O)CSC2C)NC(=O)C(Cc2c[nH]c3ccccc23)NC1=O
platinum_plantazolicin.fasta,CCC(C)C(NC(=O)c1nc(-c2nc(-c3csc(-c4nc(-c5csc(C(CCCNC(=N)N)N(C)C)n5)oc4C)n3)oc2C)oc1C)C(=O)NC(c1nc(-c2nc(-c3nc(-c4nc(C5=NC(C(=O)NC(Cc6ccccc6)C(=O)O)C(C)O5)co4)co3)co2)co1)C(C)CC
platinum_platensimycin-platencin.fasta,C=C1CC23C=CC(=O)C(C)(CCC(=O)Nc4c(O)ccc(C(=O)O)c4O)C2CC1CC3
platinum_plipastatin.fasta,CCCCCCCCCCCCCC(O)CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1Cc2ccc(cc2)OC(=O)C(C(C)CC)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCC(N)=O)NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)O)NC1=O
platinum_polyketomycin.fasta,COC1=CC(=O)c2c(O)c3c(c(C)c2C1=O)CC1(O)C(OC2CCC(OC4CC(C)(O)C(OC(=O)c5c(C)ccc(C)c5O)C(C)O4)C(C)O2)C(=O)C(=C(C)O)C(=O)C1(O)C3=O
platinum_polymyxin.fasta,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC(CCNC(=O)C(NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(N)C(C)O)C(C)O)C(=O)NC(CCN)C(=O)NC(CC(C)C)C(C)=O)C(C)O
platinum_Polyoxin.fasta,CC=C1CN(C(=O)C(NC(=O)C(N)C(O)C(O)COC(N)=O)C2OC(n3cc(C)c(=O)[nH]c3=O)C(O)C2O)C1C(=O)O
platinum_polyoxypeptin.fasta,CCC(C)CC1CCC(O)(C(C)(O)C(O)=NC2C(=O)N3NCCCC3C(=O)N(O)C(C)C(=O)N3NCC(O)CC3C(=O)N3CCC(C)(O)C3C(=O)N(O)C(C(C)C)C(=O)OC2C(C)C)OC1CC
platinum_polytheonamids.fasta,CCC(C)C(NC(=O)C(CC(=O)NC)NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(CC(=O)NC)NC(=O)CNC(=O)CNC(=O)C(C)NC(=O)C(NC(=O)C(NC(=O)C(CC(=O)NC)NC(=O)C(NC(=O)CNC(=O)C(C)NC(=O)CNC(=O)C(NC(=O)C(CC(=O)NC)NC(=O)C(C)NC(=O)C(NC(=O)C(C)NC(=O)CNC(=O)C(C)NC(=O)C(NC(=O)C(NC(=O)C(C)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)CNC(=O)C(=O)CCC(C)(C)C)C(C)(C)CC)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)O)C(C)(C)C)C(C)CC(N)=O)C(C)(C)O)C(C)CC)C(O)C(=O)NC)C(C)(C)C)C(C)(C)O)C(=O)NC(CC(=O)NC)C(=O)NC(C(=O)NC(C(=O)NC(C)C(=O)NC(CC(=O)NC)C(=O)NC(C(=O)NC(CO)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(C(=O)O)C(C)O)C(C)O)C(C)(C)CS(C)=O)C(C)C)C(C)C)C(O)C(=O)NC)C(C)C
platinum_porothramycin.fasta,COc1cccc2c1N=CC1CC(C=CC(=O)N(C)C)=CN1C2=O
platinum_pradimicin.fasta,CNC1C(C)OC(OC2c3cc(C)c(C(=O)NC(C)C(=O)O)c(O)c3-c3c(cc4c(c3O)C(=O)c3cc(OC)cc(O)c3C4=O)C2O)C(O)C1OC1OCC(O)C(O)C1O
platinum_prenylagaramide.fasta,CCC(C)C1NC(=O)C2CCCN2C(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccc(OCC=C(C)C)cc2)NC(=O)C2CCCN2C(=O)C(CC(N)=O)NC1=O
platinum_pristinamycin.fasta,CC1=CC(O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)OC(C(C)C)C(C)C=CC(=O)NCC=C1
platinum_prochlorisin_1.fasta,CC=C1NC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(NC(=O)C(CO)NC(=O)C2CSCC(NC(=O)C(CC(=O)O)NC(=O)C(N)CCSC)C(=O)NC(C(C)C)C(=O)N2)C(C)SCC(C(=O)NC(CCCNC(=N)N)C(=O)N2CCCC2C(=O)NCC(=O)NCC(=O)N2CCCC2C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC2CSCC(C(=O)NC(Cc3c[nH]c4ccccc34)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)O)NC(=O)C(Cc3ccc(O)cc3)NC2=O)NC(=O)C(CCC(=O)O)NC1=O
platinum_prochlorisin_2.fasta,CSCCC(NC(=O)C1CSCC(NC(=O)C(C)NC(=O)C(C)N)C(=O)NC(Cc2cnc[nH]2)C(=O)NC(CC(N)=O)C(=O)NC(Cc2cnc[nH]2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N1)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC1CSCC(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC1=O
platinum_prochlorisin_3.fasta,CC=C(NC(=O)C(CC(=O)O)NC(=O)CN)C(=O)NCC(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(C)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(Cc1cnc[nH]1)C(=O)NC1C(=O)NC(C)C(=O)NCC(=O)NC2CSC(C)C(NC(=O)CNC(=O)CNC(=O)C(Cc3ccc(O)cc3)NC2=O)C(=O)NC(CCCCN)C(=O)NC(CCSC)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)O)CSC1C)C(C)C)C(C)CC
