Cluster,True SMILES
platinum_Agglomerin.fasta,C=C1OC(=O)C(C(=O)CCCCCCCCC)=C1O
platinum_AIP1.fasta,CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(NC(=O)C(CO)NC(=O)C(N)Cc2ccc(O)cc2)C(C)O)CSC(=O)C(CCSC)NC1=O
platinum_AIP2.fasta,CC(C)CC1NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)CN)C(C)C)CSC(=O)C(Cc2ccccc2)NC1=O
platinum_AIP3.fasta,CCC(C)C(N)C(=O)NC(CC(N)=O)C(=O)NC1CSC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(=O)O)NC1=O
platinum_AIP4.fasta,CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(NC(=O)C(CO)NC(=O)C(N)Cc2ccc(O)cc2)C(C)O)CSC(=O)C(CCSC)NC1=O
platinum_Alanylclavam.fasta,NC(CC1CN2C(=O)CC2O1)C(=O)O
platinum_albicidin.fasta,COc1c(NC(=O)c2ccc(NC(=O)c3ccc(NC(=O)C(CC#N)NC(=O)c4ccc(NC(=O)C(C)=Cc5ccc(O)cc5)cc4)cc3)c(OC)c2O)ccc(C(=O)O)c1O
platinum_albomycin.fasta,CC(=O)N(O)CCCC(N)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CO)C(=O)NC(C(=O)O)C(O)C1SC(n2ccc(=O)n(C)c2=O)C(O)C1O
platinum_albonoursin.fasta,CC(C)C=c1[nH]c(=O)c(=Cc2ccccc2)[nH]c1=O
platinum_alnumycin.fasta,CCCC1OC(C)=Cc2cc3c(c(O)c21)C(=O)C(C1OCC(O)C(CO)O1)=CC3=O
platinum_alpha_lipomycin.fasta,CC(C=CC=CC=CC=CC(=O)C1=C(O)C(CCC(=O)O)N(C)C1=O)=CC(C)C(OC1CC(O)C(O)C(C)O1)C(C)C
platinum_althiomycin.fasta,COC1=CC(=O)N(C(=O)C2CSC(C(CO)NC(=O)c3csc(C=NO)n3)=N2)C1
platinum_ambruticin.fasta,CCC1OC(C(C)=CC(C)C=CC2C(C)C2C=CC2OC(CC(=O)O)CC(O)C2O)CC=C1C
platinum_AmfS.fasta,C=C1NC(=O)C(C(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)CNC(=O)C(N)C(C)O)CSCC(C(=O)NC(CCC(=O)O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CSCC(C(=O)NC(C(=O)N3CCCC3C(=O)O)C(C)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(=C)NC(=O)C(CC(C)C)NC(=O)C(CO)NC2=O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC1=O
platinum_Amicetin.fasta,CC1OC(n2ccc(NC(=O)c3ccc(NC(=O)C(C)(N)CO)cc3)nc2=O)CCC1OC1OC(C)C(N(C)C)C(O)C1O
platinum_amphotericin.fasta,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O
platinum_amychelin.fasta,O=CN(O)CCCC(NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C1COC(c2ccccc2O)=N1)C(=O)NC1CCCN(O)C1=O
platinum_anabaenopeptilide.fasta,CCC(C)C1NC(=O)C(Cc2ccc(OC)c(Cl)c2)N(C)C(=O)C(C(C)O)N2C(=O)C(CCC2O)NC(=O)C(CCc2ccc(O)cc2)NC(=O)C(NC(=O)C(CCC(N)=O)NC=O)C(C)OC1=O
platinum_anabaenopeptin.fasta,CC(C)C1NC(=O)C(NC(=O)NC(CCCN=C(N)N)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)N(C)C1=O
platinum_anacyclamids.fasta,CCC(C)C1NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CO)NC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC1=O
platinum_anatoxin.fasta,CC(=O)C1=CCCC2CCC1N2
platinum_andrimid.fasta,CC=CC=CC=CC(=O)NC(CC(=O)NC(C(=O)C1C(=O)NC(=O)C1C)C(C)C)c1ccccc1
platinum_anglomycin.fasta,CCC1OC(=O)CC(O)C(C)C(OC2CC(N(C)C)C(OC3CC(C)(O)C(O)C(C)O3)C(C)O2)C(CC=O)CC(C)C(=O)C=CC2(C)OC2C1COC1OC(C)C(O)C(OC)C1OC
platinum_Ansamitocin.fasta,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)C)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2
platinum_anthramycin.fasta,Cc1ccc2c(c1O)NC(O)C1CC(C=CC(N)=O)=CN1C2=O
platinum_antimycin.fasta,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C
platinum_apoptolidin.fasta,COCC(CC1OC(O)(C(O)C2CC(OC)C(O)CCC=C(C)C=CC(OC3OC(C)C(OC)C(O)C3O)C(C)C=C(C)C=C(C)C=C(C)C(=O)O2)C(C)C(O)C1C)OC1CC(C)(O)C(OC2CC(OC)C(O)C(C)O2)C(C)O1
platinum_apramycin.fasta,CNC1C(OC2OC(CO)C(N)C(O)C2O)OC2CC(N)C(OC3C(N)CC(N)C(O)C3O)OC2C1O
platinum_aranciamycin.fasta,COC1C(OC2CC(C)(O)C(=O)c3cc4c(c(O)c32)C(=O)c2c(O)cccc2C4=O)OC(C)C(O)C1O
platinum_Argimycin_P.fasta,CC=CC=C1C=CC2NCCC(O)C12O
platinum_arginomycin.fasta,CC(CCN(C)C(=N)N)C(N)C(=O)NC1C=CC(n2ccc(N)nc2=O)OC1C(=O)O
platinum_Argolaphos.fasta,CC(C)C(N)C(=O)NC(CCCN(O)C(=N)N)C(=O)NCP(=O)(O)O
platinum_arthrofactin.fasta,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(CC(=O)O)C(=O)OC1C
platinum_arylomycins.fasta,CC(C)CCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O
platinum_ascamycin.fasta,CC(N)C(=O)NS(=O)(=O)OCC1OC(n2cnc3c(N)nc(Cl)nc32)C(O)C1O
platinum_ascomycin.fasta,CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC
platinum_astexin-1.fasta,CCC(C)C(NC(=O)C1CC(=O)NCC(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)N2CCCC2C(=O)N1)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)O)C(C)CC)C(C)O
platinum_asukamycin.fasta,O=C(C=CC=CC=CC1CCCCC1)NC1=CC(O)(C=CC=CC=CC(=O)NC2=C(O)CCC2=O)C2OC2C1=O
platinum_AT2433.fasta,CNC1COC(OCC2OC(n3c4c(Cl)cccc4c4c5c(c6c7ccccc7[nH]c6c43)C(=O)N(C)C5=O)C(O)C(O)C2OC)CC1O
platinum_aurafuron.fasta,CC(=CCC(C)C)C(O)C(C)C=CC=CC(O)CC1=C(C)C(=O)C(C)(O)O1
platinum_aureothin.fasta,COc1oc(C2CC(=CC(C)=Cc3ccc([N+](=O)[O-])cc3)CO2)c(C)c(=O)c1C
platinum_aureusimine.fasta,CC(C)c1ncc(Cc2ccccc2)[nH]c1=O
platinum_avermectin.fasta,CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(OC)C(C)=CC(C(=O)O1)C34O)O2
platinum_avilamycin.fasta,COCC1OC(OC2OCC3OC4(OC3C2OC(C)=O)OC(C)C(O)(C(C)=O)C2OCOC24)C(OC)C(O)C1OC1OC(C)C(OC)C(OC2CC3(C)OC4(CC(O)C(OC5CC(O)C(OC(=O)c6c(C)c(Cl)c(O)c(Cl)c6OC)C(C)O5)C(C)O4)OC3C(C)O2)C1O
platinum_azalomycin_F.fasta,CC1=CC=CC(C)C(O)CC(O)C(C)C(O)CCC(C)C(O)CC2(O)OC(CC(OC(=O)CC(=O)O)CCCC(O)CC(O)C(C)=CC=CC(C)C(C(C)CCCC=CCCCNC(=N)N)OC1=O)CC(O)C2O
platinum_azicemicin.fasta,COc1c(O)cc2c(OC)c3c(c(O)c2c1O)C(=O)CC1CC(O)(C2CN2C)CC(=O)C31O
platinum_azinomycin_B.fasta,COc1cc(C(=O)OC(C(=O)NC(C(=O)NC(=CO)C(C)=O)=C2C(OC(C)=O)C(O)C3CN23)C2(C)CO2)c2cccc(C)c2c1
platinum_B-Ny266.fasta,C=C1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(N)Cc2ccccc2)CSCC(C(=O)NC2C(=O)N3CCCC3C(=O)NCC(=O)NC(C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(=CC)C(=O)NCC(=O)NC3CSCC4NC(=O)C(Cc5ccc(O)cc5)NC(=O)C(CSC=CNC4=O)NC(=O)C(CC(N)=O)NC(=O)C(Cc4ccccc4)NC3=O)CSC2C)NC(=O)C(Cc2ccccc2)NC1=O
platinum_bacillaene.fasta,CC(C=CC=CCC=CCNC(=O)C(O)CC(C)C)=CC=CC=C(C)C(O)CC(=O)NC(C)=CC=CC=CC(C)C(=O)O
platinum_bacillibactin.fasta,CC1OC(=O)C(NC(=O)CNC(=O)c2cccc(O)c2O)C(C)OC(=O)C(NC(=O)CNC(=O)c2cccc(O)c2O)C(C)OC(=O)C1NC(=O)CNC(=O)c1cccc(O)c1O
platinum_Bacilysin.fasta,CC(N)C(=O)NC(CC1CCC(=O)C2OC12)C(=O)O
platinum_bacitracin.fasta,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1
platinum_bactobolin.fasta,CC(N)C(=O)NC1C2C(=C(O)CC(O)C2O)C(=O)OC1(C)C(Cl)Cl
platinum_bafilomycin_ver2.fasta,COC1=CC(C)=CC(C)C(O)C(C)CC(C)=CC=CC(OC)C(C(C)C(O)C(C)C2(O)CC(OC(=O)C=CC(=O)NC3=C(O)CCC3=O)C(C)C(C(C)C)O2)OC1=O
platinum_bafilomycin.fasta,COC1=CC(C)=CC(C)C(O)C(C)CC(C)=CC=CC(OC)C(C(C)C(O)C(C)C2(O)CC(OC(=O)C=CC(=O)NC3=C(O)CCC3=O)C(C)C(C(C)C)O2)OC1=O
platinum_balhimycin.fasta,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(OC3CC(C)(N)C(=O)C(C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2O)Oc2ccc(cc2Cl)C1O
platinum_barbamide.fasta,COC(=CC(=O)N(C)C(Cc1ccccc1)c1nccs1)CC(C)C(Cl)(Cl)Cl
platinum_basiliskamide.fasta,CCC(C)C(OC(=O)C=Cc1ccccc1)C(C)C(O)CC=CC=CC(N)=O
platinum_BE-14106.fasta,CCCC=CCC1CC=CC=C(C)C=CC=CC(O)C(O)C=C(C)C=CC=CC(=O)N1
platinum_BE-54017.fasta,COc1c2n(c3ccccc13)C1(O)C(=O)N(C)C(=O)C1(O)c1c-2n(C)c2ccc(Cl)cc12
platinum_BE-7585A.fasta,CC1OC(OC23C(=O)C(O)C(C)(O)CC2(O)C(SC2C(OC4OC(CO)C(O)C(O)C4O)OC(CO)C(O)C2O)=CC2=C3C(=O)c3cccc(O)c3C2=O)CCC1O
platinum_benastatin.fasta,CCCCCc1cc2ccc3c(O)c4c(cc3c2c(O)c1C(=O)O)C(C)(C)c1cc(O)cc(O)c1C4=O
platinum_berninamycin.fasta,C=C(NC(=O)C(=C)NC(=O)c1ccc2c(n1)-c1coc(n1)C(=C)NC(=O)C(=C)NC(=O)c1nc(oc1C)C(=C)NC(=O)C(C(C)(C)O)NC(=O)C(=C)NC(=O)c1nc(oc1C)C(=CC)NC(=O)C(C(C)O)NC(=O)c1csc-2n1)C(N)=O
platinum_BGC0000041.fasta,CCC1C=C(C(=O)O)C2CCC(=O)C2C1
platinum_BGC0000043.fasta,C=CCC(CCC(C)=CC=CCCC=CC1CSC(C2CC2C)=N1)OC
platinum_BGC0000044.fasta,CC=CC(C)=CC=CC(C)=CC=CC(C)=CC(C)C=C(C)C(O)C(C)C(C)OC(C)=O
platinum_BGC0000047.fasta,COC1CC(C)OC(OC2C(C)C=CC(=O)OC(C)C(COC3OC(C)C(O)C(OC)C3OC)C3OC3CCC(=O)C(C)(O)CC2C)C1O
platinum_BGC0000049.E-492_E-795_Streptomyces_Eco86.fasta,CC=C(C)C(O)C(C)C=CC=CCCC(O)CC1=C(C)C(=O)C(O)(C(C)O)O1
platinum_BGC0000049.E-837_Streptomyces_aculeolatus_NRRL18422.fasta,CC=C(C)C(O)C(C)C=CC=C(C)CCC(O)CC1=C(C)C(=O)C(C)(O)O1
platinum_BGC0000050.fasta,CC=C(C)C(O)C(C)C=CC=C(C)CCC(O)CC1=C(C)C(=O)C(C)(O)O1
platinum_BGC0000051.fasta,CCC(C)C(O)C(C)C(=O)C(C)C=C(C)CC(C)C1OC(=O)C1C
platinum_BGC0000053.fasta,CCC1C(C)OC(O)(C(C)C(O)C(C)C2OC(=O)C=CC=CC(C)C(C(C)C(O)C(C)C3(O)CC(OC4CC(O)C(O)C(C)O4)C(CC)C(C)O3)OC(=O)C=CC=CC2C)CC1OC1CC(O)C(O)C(C)O1
platinum_BGC0000054.fasta,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
platinum_BGC0000056.fasta,C=C(OC)C(=O)Nc1cc(OC)c(OC)cc1C(=O)OC1CC(OC2C(=O)C(NC(=O)OC)=C3C(=CCSSSC)C2(O)C#CC=CC#CC3OC2OC(C)C(NOC3CC(O)C(SC)C(C)O3)C(O)C2OC2CC(OC)C(NC(C)C)CO2)OC(C)C1O
platinum_BGC0000067.fasta,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
platinum_BGC0000068.fasta,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
platinum_BGC0000073.fasta,CCC(O)C(C)C(O)CC(O)C(O)C=C(C)CC(C)C1CC(O)C(C)C=CC=CCC(C)C(=O)CC2CCC(C)C(O)(CC=C(C)C=C(C)C(O)C(=O)C=C(C)C(=O)O1)O2
platinum_BGC0000087.fasta,CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C
platinum_BGC0000091.fasta,COC1CC(c2ccc[nH]2)=NC12OC(C)CC1CCCCCCCc3ccc([nH]3)C12
platinum_BGC0000116.fasta,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O
platinum_BGC0000118.fasta,CC(=O)c1cccc(NC2C(N)C(NC(=O)N(C)C)(C(C)O)C(C)(O)C2(O)COC(=O)c2c(C)cccc2O)c1
platinum_BGC0000119.fasta,CC(=O)c1cccc(NC2C(N)C(NC(=O)N(C)C)(C(C)O)C(C)(O)C2(O)COC(=O)c2c(C)cccc2O)c1
platinum_BGC0000125.fasta,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O
platinum_BGC0000128.fasta,O=C(c1cc(Cl)c(Cl)[nH]1)c1c(O)cccc1O
platinum_BGC0000132.fasta,O=[N+]([O-])c1c[nH]c(Cl)c1Cl
platinum_BGC0000137.fasta,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
platinum_BGC0000143.fasta,CCC(C(=O)O)C1CCC(C)C(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)O1
platinum_BGC0000144.fasta,CCC(C(=O)O)C1CCC(C)C(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)O1
platinum_BGC0000150.fasta,COC1C(=O)OCC(O)c2ccc3c(c2Cl)C24OC5(O)C(=C(C)C(=O)C16OC56)OC2(C(O)CC4O)C3O
platinum_BGC0000158.fasta,C=CC(=CC(=O)CC(C)CC(C)CCC(O)C(C)C(=O)CC(O)C(C)C(C)OC(=O)CC(O)C1=C(C)C(=O)OC1=O)CC
platinum_BGC0000182.fasta,CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC=CC(C)C(C)O)C(O)C1O
platinum_BGC0000191.fasta,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC
platinum_BGC0000194.fasta,CC1OC(CC(=O)O)Cc2c(O)c3c(c(O)c21)C(=O)C(C1=CC(=O)c2c(O)c4c(c(O)c2C1=O)C(C)OC(CC(=O)O)C4)=CC3=O
platinum_BGC0000198.fasta,COC(=O)c1c(C)cc2c(c1O)C1(O)C(=O)c3cc4c(c(O)c3C(=O)C1(OC)CC2)C(=O)C=C(NC1OC(C)C(O)C(O)C1OC)C4=O
platinum_BGC0000199.fasta,COc1cc(O)c2c(c1)C(=O)c1cc3c(c(O)c1C2=O)C(OC1CC(O)C(C)C(O)O1)C(OC)C(C)(O)C3=O
platinum_BGC0000200.fasta,COC1C(C)OC(Oc2cccc3c(=O)c4c(O)c5c(c(O)c4oc23)CCc2cc3c(c(O)c2-5)C(=O)N2C(C(=O)O)COC2(C)C3)C(OC)C1OC
platinum_BGC0000206_merged.fasta,COC1C(O)C(C)OC(OC2C(Oc3cccc4c(O)c5c(=O)oc6ccc(C)c7c(=O)oc(c34)c5c67)OC(C)C(O)C2O)C1O
platinum_BGC0000212.fasta,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC4OC5CC(=O)C(C)OC5OC4C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC
platinum_BGC0000213.fasta,CC=CC=CC=CC=CC=CC(=O)NC1=CC(O)(C=CC=CC=CC=CC(=O)NC2=C(O)CCC2=O)C2OC2C1=O
platinum_BGC0000215.fasta,COCC1OC(OC2OCC3OC4(OC3C2OC(C)=O)OC(C)C(O)(C(C)=O)C2OCOC24)C(OC)C(O)C1OC1OC(C)C(OC)C(OC2CC3(C)OC4(CC(O)C(OC5CC(O)C(OC(=O)c6c(C)c(Cl)c(O)c(Cl)c6OC)C(C)O5)C(C)O4)OC3C(C)O2)C1O
platinum_BGC0000233.fasta,Cc1cc2c(c3oc(C4(C)OC4C4OC4C)cc(=O)c13)C(=O)c1c(O)c(C3CC(C)(N(C)C)C(O)C(C)O3)cc(C3CC(N(C)C)C(O)C(C)O3)c1C2=O
platinum_BGC0000235.fasta,COc1cccc2c1C(O)C1(O)C=Cc3cc(C)cc4c3C1C2O4
platinum_BGC0000237.fasta,COC12CC(=O)OC13C(=O)c1c(cc4cc(O)c5c(c4c1O)CN(C)C5=O)C(=O)C3(OC1CC(O)C(O)C(C)O1)CO2
platinum_BGC0000241.fasta,CCC1(OC2CC(OC)C(O)C(C)O2)C(OC2CC(O)C(N(C)C)C(C)O2)c2c(c3c(=O)c4c(O)ccc(O)c4c(=O)c=3c2=[N+]=[N-])C(=O)C1C1C(=O)c2c(c(=[N+]=[N-])c3c(=O)c4c(O)ccc(O)c4c(=O)c2=3)C(OC2CC(O)C(N(C)C)C(C)O2)C1(CC)OC1CC(OC)C(O)C(C)O1
platinum_BGC0000247.fasta,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(O)C(OC)C(C)O3)C(O)C(C)O2)C(O)C(C)O1
platinum_BGC0000258.fasta,CCCCCC1=CC(=Cc2[nH]c(-c3ccc[nH]3)cc2OC)N=C1C
platinum_BGC0000259.fasta,CCCCCC1=CC(=Cc2[nH]c(-c3ccc[nH]3)cc2OC)N=C1C
platinum_BGC0000260.fasta,CCCCCC1=CC(=Cc2[nH]c(-c3ccc[nH]3)cc2OC)N=C1C
platinum_BGC0000262.fasta,CC1(O)CC(=O)c2c(cc(O)c3c2C(=O)c2cccc(O)c2C3=O)C1
platinum_BGC0000270.fasta,CC(=O)OC1C(C)OC(c2ccc3c(c2O)C(O)C24OC2(C3=O)C2(O)C(=O)C=C(C)CC2(O)CC4O)CC1OC(=O)C=CC=CC=CC=CC(=O)Nc1c(O)c2ccc(O)c(Cl)c2oc1=O
platinum_BGC0000284.fasta,CCCCCCCCCCCCCCCCCCCCCc1cc(O)cc(O)c1
platinum_BGC0000287.fasta,COC=CC(N)C(=O)O
platinum_BGC0000296.fasta,Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O
platinum_BGC0000297.fasta,CC(C)CC(NC(=O)C(O)Cc1ccccc1)C(=O)N1C(C(=O)NCCC2=CCN(C(=N)N)C2)CC2CCC(OC3OCC(O)C(O)C3O)CC21
platinum_BGC0000299.fasta,CCC(C)C1NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)C)NC(=O)C(NC(=O)C=CC=CC=CC=Cc2ccc(O)cc2)C(C)OC1=O
platinum_BGC0000301.fasta,CC(C)C1NC(=O)C(NC(=O)NC(CCCN=C(N)N)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)N(C)C1=O
platinum_BGC0000309.fasta,CC1OC(=O)C(NC(=O)CNC(=O)c2cccc(O)c2O)C(C)OC(=O)C(NC(=O)CNC(=O)c2cccc(O)c2O)C(C)OC(=O)C1NC(=O)CNC(=O)c1cccc(O)c1O
platinum_BGC0000314.fasta,CCC(C)C1NC(=O)C(C(=O)CN)NC(=O)C(CC(N)=O)NC(=O)C(C(C)C)NC(=O)C(NC(=O)C=CC=CC=CC=Cc2ccc(O)c(Br)c2)C(C)OC1=O
platinum_BGC0000315.fasta,CCCC1OC1C(=O)NC(CO)C(=O)NC1C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(c2ccc(O)cc2)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(O)C(N)=O)C(=O)NC(C(C)CC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)OC1C
platinum_BGC0000317.fasta,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1
platinum_BGC0000320.fasta,CC(C)CC1OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C)NC(=O)C(CC(C)C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C)NC(=O)C(CC(C)C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C)NC1=O
platinum_BGC0000327.fasta,Cn1cc(NC(=O)c2cc(NC(=O)CNC(=N)N)cn2C)cc1C(=O)NCCC(=N)N
platinum_BGC0000329.fasta,C=C(NC(=O)C(NC(=O)C(NC(=O)C(CCO)NC(=O)C(=CC)NC(=O)C(NC(=O)C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCCCC)C(C)C)C(C)C)C(C)C)C(C)CC)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C(=O)NC(=CC)C(=O)NC1C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)OC1C)C(C)C
platinum_BGC0000353.fasta,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC
platinum_BGC0000358.fasta,CC1NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)C)NC(=O)C(NC(=O)CC(O)CCCCCCCCCCCCN=C(N)N)C(C)OC1=O
platinum_BGC0000367.fasta,CC(C)CC(NC(=O)C(C)NC(=O)CNC(=O)C(NC=O)C(C)C)C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C
platinum_BGC0000371.fasta,O=C(CNC(=O)C(CCCNC(=O)c1cccc(O)c1O)NC(=O)c1c(O)ccc2ocnc12)NC1CCCN(O)C1=O
